word_a	word_b	rhyme
navner	havner	1
følge	bølge	1
sang	sprang	1
ber	mer	1
tanker	sanker	1
dager	fager	1
have	trave	1
tanker	planker	1
ritt	skritt	1
kjød	død	1
si	forbi	1
panne	barnesanne	1
lodd	sådd	1
vannet	blandet	1
venneskare	klare	1
odden	skodden	1
natten	den	1
pinsefest	gjest	1
titt	skritt	1
krevet	strevet	1
røvet	øvet	1
bekranser	danser	1
bliv	liv	1
bryn	syn	1
små	blå	1
kjenner	tenner	1
himmelbrød	død	1
...	stavn	1
jeg	ei	1
klemt	gjemt	1
sommernatt	skatt	1
til	mild	1
månelyståken	våken	1
natt	satt	1
søndenvindsdrag	idag	1
våde	gåde	1
bly	sky	1
blomsterflor	fuglekor	1
vann	Helgeland	1
hugg	lugg	1
aftenrøde	døde	1
gresset	nesset	1
klyver	flyver	1
navn	savn	1
penn	hen	1
skyskraperbygg	brygg	1
besetter	netter	1
lo	ro	1
kommunist	sosialist	1
hvin	fiolin	1
gull	muld	1
kvist	frist	1
forsøk	røk	1
lever	vred	1
englevinger	ringer	1
trua	grua	1
kår	år	1
frels	dovenpels	1
mor	ildstråleflor	1
ringe	oppsvinge	1
merke	lerke	1
fører	ører	1
bord	ifjor	1
kan	skapermann	1
be	det	1
tanker	vanker	1
skalle	hodeskalle	1
små	få	1
stigen	gigen	1
tæring	næring	1
glad	høyreblad	1
nu	gru	1
inn	kinn	1
tilje	vilje	1
torden	jorden	1
hvit	slit	1
trette	gjette	1
mer	ser	1
pral	Baal	1
rær	vær	1
sukket	lukket	1
mæle	sjele	1
være	ære	1
krever	bever	1
feiret	seiret	1
tross	oss	1
broder	fiskeboder	1
på	så	1
slingrer	skingrer	1
lykke	Niirenbergerstykke	1
viden	striden	1
beskytter	rytter	1
havet	begavet	1
blader	kaskader	1
dag	slag	1
forfulgt	skjult	1
bokstaver	haver	1
fortell	selv	1
stime	strime	1
strømte	fordømte	1
klippestrimmel	himmel	1
ago	blå	1
visst	Krist	1
fører	rører	1
brenner	lender	1
blærer	gjærer	1
fly	ny	1
tar	klokker	1
gløder	jøder	1
folkeleikskjeder	gleder	1
oljesveis	mahognibeis	1
bønner	stønner	1
pult	alvorsfullt	1
ringe	opsvinge	1
master	kaster	1
daler	kvaler	1
grå	blå	1
gave	havet	1
stuss	bluss	1
dugg	smugg	1
rør	dør	1
kinner	jettekvinner	1
grave	stave	1
lande	sanne	1
ord	nord	1
vann	an	1
veket	sveket	1
Redselsslagne	betagne	1
leie	veie	1
Aten	sten	1
villvinsranker	tanker	1
morgenstunden	bjørkelunden	1
skatte	fatte	1
smått	rått	1
vårkaskade	blade	1
bank	blank	1
jøde	døde	1
slikke	kvikke	1
bris	gnis	1
bunn	lund	1
deg	jeg	1
kjær	her	1
fosforskjær	dødningklær	1
broer	beboer	1
alvorsdyst	kyst	1
hører	kulører	1
strålekast	fast	1
eksempel	tempel	1
jages	drages	1
granelunden	blunden	1
tynt	mynt	1
jevne	evne	1
krav	tonehav	1
skofte	ofte	1
sommer	flommer	1
vover	sover	1
tiet	viet	1
trykker	stykker	1
tukt	frukt	1
våde	måde	1
jeger	beger	1
armé	se	1
arbeide	veide	1
friste	miste	1
svenne	hende	1
dom	kom	1
rust	pust	1
engleving	ting	1
våte	måte	1
vorden	orden	1
forårshimmel	vrimmel	1
drakt	strakt	1
fortøyde	løyde	1
dvergeflokk	klippeblokk	1
hender	ham	1
landet	strandet	1
klares	åpenbares	1
ord	ombord	1
med	sne	1
fyller	tryller	1
kanhende	tilende	1
gro	tro	1
besøk	strøk	1
sofisteri	praleri	1
vinne	minne	1
peser	hveser	1
finner	skinner	1
glød	nød	1
bære	gjære	1
ment	sent	1
gjenoppta	dra	1
riddingsverk	berserk	1
blod	ro	1
sving	ting	1
førte	rørte	1
tide	lide	1
en	korstog-ren	1
rokkelorer	matadorer	1
med	stred	1
bringe	vinge	1
's	sankthans	1
er	især	1
kor	bord	1
grå	lå	1
gategutt	tilslutt	1
lagt	vakt	1
beredt	sett	1
øst	trøst	1
sær	Kariskjær	1
milde	kilde	1
Knut	stut	1
mat	stillehavspassat	1
ærer	bærer	1
ise	vise	1
rant	brant	1
sne	moské	1
grein	rein	1
på	blå	1
bundet	funnet	1
vårt	hårdt	1
fedre	bedre	1
hever	svever	1
velde	nelde	1
måneskinn	nordenvind	1
officer	ser	1
trett	hett	1
sang	opprørstrang	1
forstå	få	1
panser	sanser	1
veier	heier	1
gis	vis	1
mulde	kulde	1
vande	strande	1
buer	truer	1
svike	rike	1
grisen	ekspeditrisen	1
saft	haft	1
tamme	Amen	1
hjerne	kjerne	1
beder	heder	1
veier	meier	1
nesten	vesten	1
sperr	kjempetrær	1
bram	tam	1
hagen	dagen	1
ild	sommermild	1
rett	fett	1
vektere	fornektere	1
skvetten	13	1
mår	gård	1
flod	god	1
feller	heller	1
savner	favner	1
forvisst	kvinnelist	1
klynge	tynge	1
higen	stigen	1
bragt	kongemakt	1
trille	stille	1
engang	klang	1
laget	slaget	1
hode	tilmode	1
gave	brave	1
klædebon	ånd	1
sen	mén	1
tingen	ingen	1
bli	fri	1
øde	grøde	1
kuer	buer	1
på	få	1
mål	stål	1
svinge	tinge	1
forspilles	hildes	1
ord	beror	1
vekt	dekt	1
lyser	fryser	1
roser	oser	1
gives	avlives	1
kun	sekund	1
forstå	lå	1
kristenblod	bo	1
forbrent	landet	1
skriker	diker	1
klippegrunn	puddelhund	1
kokt	tokt	1
første	tørste	1
bøyer	fartøyer	1
akker	bakker	1
ny	våpengny	1
her	fiske-vær	1
tankesus	brus	1
ut	slut	1
felles	eldes	1
dølge	følge	1
honning	dronning	1
fortell	trell	1
grunne	ingenlunde	1
jammer	drammer	1
vidder	ridder	1
tinder	rinner	1
druer	luer	1
slår	forstår	1
smilehull	tryllerull	1
velte	smelte	1
fangst	angst	1
kast	fast	1
brønn	sønn	1
veven	beven	1
sinn	kinn	1
stav	grav	1
fattigdom	kom	1
forvisst	kvist	1
meteorer	morer	1
skritt	fritt	1
venninne	blinde	1
min	inn	1
på	lå	1
stund	...	1
sider	tider	1
hode	klode	1
støvet	løvet	1
tordenstemme	glemme	1
slottsportal	sal	1
rene	ene	1
kleggen	veggen	1
havn	favn	1
munn	offerlund	1
skal	hall	1
hendt	vendt	1
telen	sjelen	1
blind	trinn	1
benkehalm	kvalm	1
kjenne	derhenne	1
mus	grus	1
snor	jord	1
tuer	luer	1
trengsel	lengsel	1
støy	øy	1
bratt	natt	1
fossevellet	fjellet	1
dødninghaven	Graven	1
gror	alterbord	1
vane-gjengeri	i	1
rinne	egen	1
strenge	lenge	1
opp	kopp	1
Enhver	nær	1
trenger	lenger	1
herlighet	vet	1
lue	skue	1
urolig	trolig	1
snegle-arten	farten	1
manerer	sjenerer	1
protest	blest	1
bram	dyreham	1
gate	late	1
panser	stimulanser	1
siste	visste	1
bærer	sfærer	1
grunnen	munnen	1
plass	Mads	1
svamp	damp	1
blærer	kimærer	1
se	tre	1
sinn	inn	1
beskrive	live	1
bank	frank	1
være	besnære	1
Brød	brød	1
kjær	er	1
gitter	bitter	1
heiagjeng	seng	1
lekkerbisk	alvorsfisk	1
med	kne	1
derover	lover	1
lagt	pakt	1
beredt	trett	1
deg	vei	1
armt	varmt	1
far	har	1
støv	løv	1
røst	høst	1
ved	sne	1
lever	strever	1
himlen	menneskestimlen	1
attentater	kamerater	1
skrek	vek	1
befaler	kvaler	1
graven	staven	1
fager	klager	1
kryp	kjempepolyp	1
øyet	pløyet	1
barneskare	fare	1
prat	soldat	1
pris	vis	1
kiv	viv	1
regnet	tegnet	1
gjør	spør	1
fanger	stanger	1
gange	mange	1
le	se	1
fare	bevare	1
plankeverk	sterk	1
smell	kveld	1
egg	legg	1
vegg	legg	1
bryllupsfeller	heller	1
bunn	munn	1
skikk	trikk	1
skygge	betrygge	1
sjel	gjel	1
breen	blomstersneen	1
kveld	saltarell	1
fisk	grisk	1
jog	...	1
om	tom	1
troner	granittregioner	1
to	bo	1
bær	er	1
forsmekter	slekter	1
din	...	1
lyden	syden	1
sildestimen	solgull-timen	1
nager	plager	1
ned	med	1
hjerteluer	skuer	1
redningsmann	brann	1
selv	stell	1
klagerøst	trøst	1
krum	skum	1
par	var	1
larm	karm	1
ord	svor	1
riket	like	1
hedenold	gold	1
hest	vest	1
snurrebass	Urias	1
skår	igår	1
stjele	melet	1
skummet	rommet	1
skikk	politikk	1
sekker	dekker	1
en	lend	1
bli	vi	1
latter	datter	1
høre	røre	1
fare	skare	1
romerferd	sverd	1
feier	eier	1
kåret	båret	1
rider	lider	1
vandringsmann	land	1
hud	skrud	1
hest	narrefest	1
bære	kjære	1
gys	bys	1
klem	frem	1
intriger	fyrstetiger	1
lege	kvege	1
pjalter	alter	1
pralen	halen	1
gjekket	knekket	1
ene	formene	1
stor	spor	1
hest	rest	1
kant	iblandt	1
skikk	nikk	1
svor	hvor	1
greide	Heide	1
jord	gror	1
kledt	rett	1
ragg	flagg	1
mann	strand	1
lover	over	1
ikke	skikke	1
skrift	skift	1
Bliv	liv	1
børn	ørn	1
bestå	gå	1
vår	murstensgård	1
måneskinn	inn	1
ørnebrus	hus	1
slør	rør	1
slå	nå	1
ad	blad	1
gaver	slaver	1
verdt	kjært	1
lykke	seiers-smykke	1
gjøde	grøde	1
krevet	levet	1
lindre	hindre	1
levet	fordrevet	1
enser	grenser	1
minutt	brutt	1
hevner	revner	1
åpenbaret	svaret	1
arm	larm	1
spares	forsvares	1
gildet	ildet	1
kastanjen	Spanien	1
ridder	henover	1
spett	rett	1
kan	brann	1
hei	ei	1
rottrevle-fingre	slingre	1
nådebud	Gud	1
klemmer	lemmer	1
nikk	blikk	1
svermeri	forbi	1
når	forgå	1
piler	biler	1
Middelhav	av	1
Sillejord	kirkekor	1
lemmer	fornemmer	1
ingen	Storebingen	1
ned	led	1
tier	ironier	1
produkt	frukt	1
Akropolis	lansespiss	1
sletter	tretter	1
sekund	munn	1
stiene	liene	1
lam	ham	1
stiger	viger	1
vente	tente	1
rabatter	datter	1
vang	sirenesang	1
muld	full	1
lyd	syd	1
tonet	kronet	1
brøde	døde	1
blaå	Å	1
frost	kost	1
hal	fall	1
ord	stor	1
askebeger	teger	1
santkehans	sankthans	1
hund	sund	1
tritt	kreditt	1
tredve	bredved	1
spares	åpenbares	1
bister	kopister	1
spill	vil	1
idag	fiskerlag	1
hat	stat	1
trygg	rygg	1
embedsskrud	Gud	1
rider	glider	1
sprang	klang	1
knuse	huse	1
en	hven	1
pest	manifest	1
ringer	vinger	1
ad	glad	1
norsk	torsk	1
humør	før	1
bukt	brukt	1
stubber	nubber	1
bot	flod	1
dravat	stat	1
skatt	soldat	1
piner	terminer	1
jord	nord	1
selvannen	stranden	1
vang	gang	1
bundet	rundet	1
svek	blek	1
lande	vanne	1
små	stå	1
Nasaret	vett	1
kirkeveg	ei	1
spreder	leder	1
santen	kanten	1
silhouett	ett	1
kanter	planter	1
ned	sved	1
moment	prent	1
bedaget	laget	1
hevet	skrevet	1
sed	fred	1
drømte	dømte	1
gatestøvet	kløvet	1
rekke	lekke	1
Ku-Klux-Klan	veteran	1
gjemt	stemt	1
røttene	nøttene	1
bare	spare	1
trøst	røst	1
glemmer	skremmer	1
rennestenstøsen	løsen	1
vilde	silde	1
hyss	kyss	1
skinner	minner	1
fant	iblant	1
satt	vinter-natt	1
bytte	beskytte	1
gal	sval	1
svare	mare	1
mor	Sillejord	1
hat	satt	1
vold	avindsskjold	1
blevet	fordrevet	1
bag	solskinsdag	1
Plass	trass	1
inne	kvinne	1
gry	morgen-sky	1
avskjedssang	gang	1
iler	smiler	1
fyr	dyr	1
kongetroner	toner	1
måkeving	omkring	1
Cannes	forstand	1
fryd	jubellyd	1
hinannen	stranden	1
skyteskår	igår	1
ennu	fedrenehu	1
urolig	kongebolig	1
setning	fletning	1
smertestønn	sønn	1
omringer	finger	1
ravneunger	runger	1
stor	tror	1
sæd	avsted	1
nede	rede	1
protest	best	1
fedreland	grand	1
flokk	lokk	1
tinder	minner	1
dag	lerkeslag	1
solgangsvær	skjær	1
frukter	fukter	1
trakten	drakten	1
klipperand	strand	1
ryster	lyster	1
tar	var	1
bære	lære	1
skjær	trær	1
vinden	forinnen	1
teser	hveser	1
jord	ombord	1
armer	karmer	1
kun	elvebunn	1
seiersbud	Gud	1
stat	kamerat	1
nu	hu	1
streder	breder	1
former	normer	1
ber	trer	1
krus	hus	1
far	bar	1
rammer	jammer	1
må	nå	1
triller	spiller	1
svøpe	støpe	1
strand	Totakvann	1
nord	for	1
tvinge	bringe	1
øyner	høyner	1
sjø	dø	1
enda	fra	1
bue	stue	1
sinne	kvinne	1
øye	Evighøye	1
vekt	jekt	1
stimulanser	lanser	1
smykke	Niirenbergerstykke	1
bøyes	nøyes	1
skremme	glemme	1
svært	lært	1
bringer	tvinger	1
gal	sjal	1
beskytter	hytter	1
bundet	begrunnet	1
hast	fast	1
ha	bra	1
dømme	drømme	1
tidlig	i	1
lise	vise	1
lang	trang	1
dagligdagse	flakse	1
vik	rik	1
en	uskyldsren	1
forbarme	arme	1
munke-tro	bro	1
Sand	land	1
levet	gjennombevet	1
eier	kongeveier	1
føre	røre	1
krok	bok	1
høyhet	løyhet	1
gull	fangehull	1
brått	fyrsteslott	1
kjærlighets-favn	savn	1
til	fløytespill	1
kvinnen	vinden	1
pøst	øst	1
send	venn	1
eser	leser	1
dyder	lyder	1
bratte	skatter	1
første	største	1
røs	løs	1
tent	brent	1
knusleri	melodi	1
deg	sanger-vei	1
fager	mager	1
Blindebrottet	blottet	1
snar	var	1
skjær	vær	1
mat	flat	1
dage	lage	1
makt	hytte	1
lov	rov	1
seg	vei	1
av	hav	1
gåde	nåde	1
spare	snare	1
åket	tåket	1
sped	sæd	1
vegne	egne	1
langt	rankt	1
norm	storm	1
gløde	døde	1
tørke	mørke	1
spent	hendt	1
pund	munn	1
galileer	Fariseer	1
tent	kjent	1
kjemperad	bad	1
våken	tåken	1
virkelighet	vet	1
sende	brenne	1
vest	yppersteprest	1
sang	jubelklang	1
gjette	rette	1
kyst	tyst	1
kogleri	harmoni	1
strålespeil	seil	1
liljebånd	hånd	1
skar	var	1
vått	blott	1
fletter	fortetter	1
trønder-heder	seder	1
skinnet	minnet	1
fått	godt	1
guddomsmakt	lagt	1
ord	for	1
slagsmålsmerker	Seimsberserker	1
befordre	ordre	1
sundt	glunt	1
krever	never	1
drønn	bønn	1
lundesalen	kirkedalen	1
isse	risse	1
hang	sprang	1
stille	skille	1
helt	meldt	1
time	strime	1
ruget	knuget	1
pine	mine	1
vær	trær	1
barm	harm	1
tror	kor	1
lik	flik	1
kjær	svær	1
klippemuren	naturen	1
stri	arbeidsbi	1
korsfester	gjester	1
lindre	indre	1
plett	let	1
gryr	dyr	1
ører	slører	1
derifra	ha	1
ut	brutt	1
fril	bli	1
eggen	veggen	1
svøm	drøm	1
drømte	fordømte	1
mil	smil	1
hviner	rabbiner	1
silde	ille	1
falt	kalt	1
spredt	ett	1
flamme	ramme	1
dere	heder	1
dysten	kysten	1
grått	spott	1
forpakter	akter	1
ned	avsted	1
havet	stavet	1
pris	ris	1
hegg	skjegg	1
langt	trangt	1
trelle	felle	1
kold	vold	1
panser	stanser	1
graneheien	veien	1
bjørkekvist	sist	1
øm	drøm	1
fred	hvilested	1
fare	spare	1
drønn	stønn	1
sovekupé	det	1
drag	lag	1
gjærer	kimærer	1
verkstedbråket	åket.	1
leden	traden	1
dale	dvale	1
slummer	kummer	1
klegg	vegg	1
sanker	anker	1
natt	matt	1
nærmer	svermer	1
sjøer	øer	1
saft	kraft	1
klippevegg	egg	1
støy	fløy	1
rød	brød	1
tårer	bårer	1
hende	brenne	1
langelek	vek	1
pol	sagastol	1
ru	flu	1
urørt	brønnen	1
stammer	flammer	1
grøde	døde	1
folder	holder	1
knuste	bruste	1
beskuer	druer	1
opp	askeladd-tropp	1
Sarpen	harpen	1
avgrunnsdyp	sneglekryp	1
tål	stål	1
krav	støttestav	1
hørte	rørte	1
lue	due	1
lavet	havet	1
inne	sinne	1
tjørn	ørn	1
lik	skrik	1
på	lyseblå	1
bris	dis	1
lodd	nådd	1
kommunist	sist	1
gynger	slynger	1
ham	program	1
hård	går	1
pakt	takt	1
bly	by	1
hær	skjær	1
gru	ihu	1
en	rennesten	1
siste	kiste	1
havn	stavn	1
grunn	...	1
skikk	blikk	1
gudegave	grave	1
møye	øye	1
skaver	raver	1
til	smertens-tid	1
drives	skrives	1
blomstergrunn	lund	1
klokker	tråkker	1
triner	miner	1
god	sko	1
seierskrans	hans	1
strender	sender	1
la	sa	1
føde	grøde	1
bro	tro	1
bølgefall	hall	1
derinne	minne	1
øde	helligbrøde	1
falanger	sanger	1
porer	sporer	1
lik	seg	1
malm	halm	1
kinner	svinner	1
hul	fugl	1
drømmen	strømmen	1
høster	trøster	1
skår	hår	1
formilde	ville	1
ene	alene	1
forræder	streder	1
vet	profet	1
rygge	bygge	1
forlener	tjener	1
lider	pris	1
møtes	aften	1
tro	ro	1
tanke	turneringsskranke	1
makt	frakt	1
rokkelorer	sporer	1
forgå	grå	1
fortaptes	skaptes	1
sympati	harmoni	1
led	med	1
klippehule	skjule	1
vang	trang	1
meier	feier	1
rot	imot	1
spinner	svinner	1
mer	sner	1
stilt	forspilt	1
skjorte	borte	1
geseller	bordeller	1
mindre	hindre	1
ville	forsilde	1
sider	glider	1
lenger	sprenger	1
overflod	stod	1
grunn	hund	1
arm	gatelarm	1
hull	omkull	1
forsvinne	minne	1
frihetsrigorister	bister	1
smukt	frukt	1
forfekter	vekter	1
brukte	frukte	1
drysser	kysser	1
ringe	vinge	1
merse	verset	1
muld	fangehull	1
perlemorsskjell	fjell	1
lede	berede	1
stråleveld	fjell	1
land	motormann	1
gater	hater	1
vill	ild	1
fjorden	jorden	1
blod	sko	1
kveld	farvel	1
liv	lokomotiv	1
mot	birkerot	1
verdensbetvinger	vinger	1
knuser	suser	1
gudskjetakk	kloakk	1
skiller	spiller	1
mil	tvil	1
har	var	1
fødes	dødes	1
mildhet	villhet	1
skrek	lek	1
hjem	hvem	1
kloden	floden	1
ild	vil	1
kalle	falle	1
is	forlis	1
slam	ham	1
måte	gåte	1
lindret	tindret	1
grått	gått	1
partisaner	baner	1
klippemuren	figuren	1
vår	hård	1
belyst	kyst	1
andre	vandre	1
ganger	slanger	1
sinke	sminke	1
gav	derav	1
strømmer	dømmer	1
slog	skog	1
slog	tog	1
fjerne	fødsels-stjerne	1
skride	stride	1
slører	rører	1
blod	fjelebod	1
sagt	lagt	1
offerprest	svirefest	1
sekk	vekk	1
sær	her	1
skyen	byen	1
rør	før	1
sprang	gang	1
just	Sallust	1
verre	herre	1
hæler	knele	1
det	med	1
ham	fram	1
skuten	foruten	1
kontor	offisers-bror	1
reir	leir	1
guddomsstemme	glemme	1
lo	evighetsro	1
fremmes	temmes	1
knusleri	forbi	1
slanger	fanger	1
stor	nord	1
bak	svak	1
skjød	død	1
go	tro	1
dale	svale	1
dreper	sleper	1
blek	lek	1
vik	skrik	1
bratt	sommernatt	1
kraft	haft	1
bringe	klinge	1
dere	svermeri	1
vasker	masker	1
krefter	herefter	1
beltet	veltet	1
lytter	flytter	1
lammer	flammer	1
buser	knuser	1
slingrer	fingrer	1
slekten	vekten	1
grisen	prisen	1
krystaller	haller	1
forstand	land	1
ord	mor	1
sommersti	hi	1
kammer	jammer	1
lue	kampestenstue	1
frosten	blåsten	1
der	nær	1
gavn	favn	1
steiler	peiler	1
gjemme	hjemme	1
hemmeligheter	kilometer	1
mod	god	1
led	sved	1
måneskinn	skinn	1
grunn	morgenstund	1
hannen	mannen	1
slave	mave	1
forsvinne	kvinne	1
skjønne	grønne	1
fold	gold	1
plass	taremadrass	1
stirrer	svirrer	1
Har	forsvar	1
perspektiver	iver	1
guder	huder	1
Helena	Kartagena	1
hverdagslam	tam	1
klemme	temme	1
rad	hovedstad	1
fortapelse	etterapelse	1
råde	Nåde	1
trengselskår	år	1
stort	bort	1
gommen	lommen	1
sving	ingenting	1
klynge	dynge	1
tennes	spennes	1
sti	sympati	1
ingengang	sang	1
alt	kaldt	1
eneste	beneste	1
Eden	reden	1
hu	bru	1
pant	sant	1
besatt	forlatt	1
dro	slo	1
sett	klokkeslett	1
streder	heder	1
jeger	neger	1
viker	sviker	1
med	sted	1
rytter	hytter	1
gap	tap	1
med	skje	1
bror	nord	1
rune	lune	1
tang	gang	1
lekesaker	vraker	1
inn	ørnesinn	1
hvit	hit	1
snille	lille	1
kull	muld	1
askebeger	beger	1
tyrann	land	1
seilet	speilet	1
hånd	evighetsbånd	1
spinn	blind	1
brenner	ender	1
gravgårds-tuer	skuer	1
gjess	gress	1
hjem	Jerusalem	1
sider	skrider	1
leve	veve	1
være	hære	1
attributter	smutter	1
titt	blidt	1
bløde	døde	1
Teruel	ikveld	1
forbedres	fedres	1
planker	ranker	1
sand	rand	1
vind	spinn	1
myr	dyr	1
totenslæger	beger	1
mann	land	1
gått	slott	1
stod	flod	1
blod	glo	1
rovdyrtenner	sender	1
danser	kranser	1
slutt	stutt	1
ark	mark	1
skuler	huler	1
Sanktehans	krans	1
skrattet	rattet	1
rygger	skygger	1
tinde	derinne	1
alene	scene	1
favner	havner	1
lapp	knapp	1
forvaret	klaret	1
streker	harpeleker	1
hop	jubelrop	1
nu	flu	1
brud	ud	1
blått	spott	1
sæd	fred	1
ull	full	1
fundere	flere	1
dere	kjær	1
stranden	annen	1
armé	skje	1
sorg	kongeborg	1
veninder	forvinner	1
armen	barmen	1
intriger	kriger	1
ånd	hånd	1
sang	fang	1
straks	aks	1
himmelblått	mørkegrått	1
potteskår	hår	1
flis	årevis	1
ut	sprut	1
kjøpmannsferd	her	1
forbannet	landet	1
ringe	svinge	1
kongestol	sol	1
hjertenskjær	er	1
hengsler	fengsler	1
sommernetter	silhuetter	1
bunn	klippegrunn	1
stamme	ramme	1
gjennomgløder	føder	1
vinds	tilsinns	1
topp	stopp	1
jammer	stammer	1
sei	leid	1
klikk	gikk	1
begjær	skjær	1
hige	stige	1
spisesal	sjal	1
skjæret	været	1
makt	ringeakt	1
lykter	flykter	1
frister	brister	1
stråtak-hytte	flytte	1
murstensgrav	lav	1
hode	gode	1
tjene	forene	1
tid	splid	1
smed	med	1
fariseere	saddauseere	1
fjære	hære	1
eier	bølgeleier	1
le	tre	1
bred	sne	1
drønner	stønner	1
bro	blod	1
tonestrøm	drøm	1
tolk	bolk	1
salt	falt	1
uren	naturen	1
tofte	ofte	1
praler	kvaler	1
veke	leke	1
stand	tyribrann	1
varer	menneskeskarer	1
makt	drakt	1
ranke	turneringsskranke	1
gudinne	derinne	1
form	storm	1
trett	tett	1
gamling	forsamling	1
summer	brummer	1
straks	dagligdags	1
brenner	svenner	1
dag	sag	1
vesten	hesten	1
vest	lest	1
ed	evighet	1
triste	visste	1
vanke	turneringsskranke	1
ingen	øyelågsvingen	1
geil	seil	1
bevares	forsvares	1
fører	slører	1
jord	for	1
skinn	spinn	1
bordet	orde	1
skar	svar	1
no	stod	1
tinderad	bad	1
gudeflokk	nok	1
såvidt	hvitt	1
lender	forbrenner	1
dit	marmorhvit	1
tapt	skapt	1
inn	tind	1
sang	Rolland	1
åndehære	være	1
ende	elende	1
forstod	gro	1
myr	kyr	1
dem	frem	1
taler	praler	1
pleie	eie	1
ordensbånd	Henderson	1
skal	tall	1
solskinnsfly	sky	1
gjærer	pærer	1
gyller	mylder	1
en	sten	1
saltet	altet	1
haver	staver	1
løp	støp	1
Mester	gjester	1
hest	fest	1
true	due	1
ly	gny	1
øde	døde	1
falt	overalt	1
manifest	protest	1
vinde	blinde	1
drømte	strømte	1
vuggemei	jeg	1
kledt	beredt	1
farer	kristenskarer	1
er	nær	1
dekk	trekk	1
grav	bokstav	1
plaget	bedraget	1
bløde	tildøde	1
jord	spor	1
klipper	slipper	1
dødningferden	verden	1
herberge	bjerge	1
have	slave	1
kreves	forgjeves	1
tispen	gispen	1
solevarmen	karmen	1
underbar	var	1
berører	fører	1
kjerner	verner	1
bestjele	dele	1
feller	overvelder	1
bøsseløp	kjøp	1
smukt	tukt	1
går	hår	1
skulder	bulder	1
lagt	jakt	1
dolk	folk	1
prakt	dødningdrakt	1
fra	da	1
hans	dans	1
ligger	pigger	1
stå	vrå	1
binne	minne	1
rygge	himmelbrygge	1
priset	beviset	1
hviler	smiler	1
mat	verdensstat	1
li	ski	1
skjelv	selv	1
gjerdet	være	1
lengtes	senktes	1
hemmer	stemmer	1
sprang	trang	1
fem	hjem	1
drømt	ømt	1
ned	fred	1
senkt	ubetenkt	1
belæring	næring	1
fjells	pels	1
forkynt	mynt	1
fane	humane	1
blunder	sekunder	1
betagen	slagen	1
stille	ille	1
avskjedsblikk	gikk	1
skranker	ranker	1
panser	skanser	1
smake	hake	1
tider	glider	1
nut	Knut	1
bort	port	1
moment	endevendt	1
huldreslått	godt	1
kjell	fjell	1
bale	brutale	1
natt	skatt	1
mann	ørkensand	1
nett	regnebrett	1
sank	rank	1
åpenbar	svar	1
betvinger	vinger	1
sen	ren	1
duer	skuer	1
fot	imot	1
skåler	stråler	1
trygd	bygd	1
fortelle	trelle	1
sjø	Bø	1
lærer	begjærer	1
tonetrang	klang	1
véen	sneen	1
musikk	trafikk	1
vind	drømmespinn	1
gror	blomsterflor	1
leden	gleden	1
makt	forsagt	1
stråtakhytte	flytte	1
rest	yppersteprest	1
dag	ansiktsdrag	1
nu	sous	1
kupler	skrupler	1
sammenfalder	slyngelalder	1
befordring	forordning	1
tritt	granitt	1
dalen	halen	1
grått	slott	1
vang	klang	1
mann	stand	1
orm	form	1
pult	fullt	1
folketom	herredom	1
gynge	synge	1
vilt	mildt	1
lav	bokstav	1
halmen	salmen	1
skrud	Gud	1
sakse	flakse	1
spær	der	1
drikk	blikk	1
stål	gledesbål	1
død	brød	1
fjorden	norden	1
bra	da	1
klynke	synke	1
mor	for	1
tror	nord	1
si	vi	1
karakter	ser	1
Kråken	våken	1
fem	frem	1
ø	sjø	1
is	gnis	1
dikt	rikt	1
fred	stred	1
tilgrunne	miskunne	1
beber	trofer	1
fossefallet	kallet	1
bøker	spøker	1
kryp	gatedyp	1
resten	arresten	1
hammer	fosforkammer	1
bisk	disk	1
sort	port	1
panner	blander	1
spent	endevendt	1
sparet	faret	1
en	Viken	1
beleire	seire	1
smått	blott	1
bindes	vinnes	1
hær	enhver	1
rekker	strekker	1
våpenskrud	bjørnehud	1
C.-sentenser	enser	1
ense	stene	1
sønn	grønn	1
lei	seg	1
tankesus	hus	1
metropol	bol	1
bukt	slukt	1
gny	tordensky	1
har	svar	1
leget	kveget	1
rød	nød	1
rem	dem	1
gress	dress	1
heggen	kleggen	1
sommermål	ål	1
herskerkrans	glans	1
vaner	baner	1
løfter	kløfter	1
skjold	gold	1
skinner	tinder	1
plankebenker	skjenker	1
reder	breder	1
broderkjede	glede	1
herskerinne	kvinne	1
spille	grille	1
henger	sprenger	1
knopper	topper	1
egnet	regnet	1
bor	nord	1
hær	der	1
brøde	bøde	1
sterk	frelserverk	1
sommerkveld	fjell	1
gløde	føde	1
Sorrent	skrent	1
hernede	glede	1
få	råd	1
stand	likedan	1
spøk	besøk	1
deg	seg	1
tårne	bårne	1
sinn	marmortrinn	1
tornekrans	guddomsglans	1
bud	brud	1
signal	kval	1
rest	gjest	1
dette	slette	1
rundt	forundt	1
stand	brann	1
fordunkler	funkler	1
pest	protest	1
amen	stammen	1
buret	furet	1
ridetøy	støy	1
knyr	flyr	1
skinn	drømmespinn	1
strak	tak	1
dal	sal	1
kom	som	1
dag	bølgeslag	1
land	han	1
gang	forårssang	1
fjell	strålevell	1
frekkhet	kjekkhet	1
elven	skjelven	1
tilsist	gnist	1
henne	vende	1
ratt	natt	1
